Partner,Dependents,tenure,ContractType,PaperlessBilling,MonthlyCharges,TotalCharges,SeniorCitizenCat,MultipleLines_No,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,OnlineSecurity_No,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_Yes,TechSupport_No,TechSupport_Yes,PaymentMethod_Bank transfer,PaymentMethod_Credit card,PaymentMethod_Mailed check
0,0,9,1,1,76.85,663.55,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,30,0,1,55.65,1653.85,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1
0,1,71,0,1,76.9,5522.7,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
1,1,64,0,0,113.35,7222.75,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,19,1,1,59.8,1130.85,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1
1,1,65,0,0,94.55,6078.75,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1,0,47,1,1,67.45,3252.0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0
0,0,36,0,1,53.1,1901.25,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1
1,1,68,0,0,111.75,7511.3,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0
0,0,39,0,0,35.55,1309.15,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1
1,1,72,0,0,99.9,7251.7,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0
1,0,36,1,0,80.4,2937.65,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
1,0,14,1,1,82.65,1185.0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
0,0,7,0,1,35.5,249.55,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
1,0,71,0,1,83.3,5894.5,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0
1,0,72,0,0,84.45,5899.85,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0
0,0,70,0,1,58.35,4214.25,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0
0,1,21,0,0,64.85,1336.8,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1
0,0,5,1,0,59.9,287.85,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0
0,0,42,0,0,19.8,849.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,20,1,1,89.1,1879.25,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0
1,0,42,1,1,85.9,3729.75,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0
1,1,63,0,0,75.55,4707.85,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
0,0,41,1,1,104.4,4133.95,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
0,0,49,0,1,74.45,3721.9,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0
0,1,24,0,0,35.75,830.8,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1
0,0,46,0,1,95.65,4664.2,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0
1,1,43,1,0,29.3,1224.05,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0
1,1,72,0,1,88.05,6425.65,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0
0,0,49,0,0,100.65,4917.75,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0
0,0,9,1,0,86.25,770.5,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0
1,0,72,0,1,84.4,6096.45,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0
0,0,46,1,1,89.15,4245.55,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0
1,1,3,0,0,19.1,52.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,15,0,0,50.75,688.2,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0
1,1,28,0,1,20.3,487.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,71,0,0,20.1,1389.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,60,0,1,95.4,5812.0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0
0,0,27,0,1,100.5,2673.45,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0
1,1,56,0,0,20.05,1090.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,31,0,1,90.7,2835.5,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0
1,1,17,0,0,20.75,418.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,66,0,1,63.85,4174.35,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0
1,0,68,0,0,25.05,1629.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,8,1,1,20.7,137.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,53,1,1,48.7,2495.2,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0
0,1,8,1,0,20.35,178.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,16,0,0,18.95,326.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,71,0,0,19.8,1388.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,20,1,1,95.5,1916.2,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0
1,0,72,0,0,24.3,1778.7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,26,1,1,85.75,2146.5,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0
1,1,9,1,0,103.1,970.45,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0
1,1,53,1,0,65.0,3363.8,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0
1,0,62,0,1,38.6,2345.55,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
0,1,33,0,0,34.05,1113.95,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0
1,1,19,1,0,50.1,910.45,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
0,0,30,0,0,110.45,3327.05,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0
1,1,72,0,1,71.45,5025.85,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0
0,0,20,1,1,98.55,2031.95,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1
0,0,12,1,1,79.95,1043.4,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0
0,1,70,0,0,66.0,4891.5,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0
0,0,26,1,1,80.7,2193.0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0
1,0,65,0,0,71.0,4386.2,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0
0,0,6,1,1,55.7,335.65,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0
0,0,20,1,1,89.4,1871.15,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0
0,0,21,0,0,35.1,770.4,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1
0,0,10,1,0,20.0,185.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,68,0,0,70.95,4741.45,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0
0,0,48,0,0,19.95,1004.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,5,1,1,63.95,318.1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
0,0,23,1,0,95.3,2192.9,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
1,0,57,1,1,99.65,5497.05,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
0,1,67,0,1,104.0,7039.05,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0
0,0,2,1,0,24.85,62.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,37,0,0,19.85,784.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,7,1,0,96.2,639.7,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
1,0,29,1,0,19.85,573.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,72,0,0,72.1,5016.65,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0
0,1,1,1,1,89.35,89.35,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
1,1,72,0,0,60.95,4549.05,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0
0,0,61,0,0,43.7,2696.55,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
1,1,20,0,0,20.05,400.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,71,0,1,97.2,6910.3,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
1,0,3,1,0,20.0,49.65,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,65,0,1,19.85,1267.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,4,1,1,94.9,360.55,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1
0,0,4,1,0,49.25,208.45,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1
0,0,24,1,1,49.3,1233.25,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
1,1,7,0,0,49.65,305.55,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0
0,0,1,1,1,25.15,25.15,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,12,1,0,20.4,266.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,14,0,1,19.7,263.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,34,0,0,19.6,678.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,18,1,1,74.7,1294.6,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0
1,0,10,0,0,20.1,184.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,43,0,1,25.1,1070.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,31,0,0,59.95,1848.8,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
1,0,44,0,1,70.95,3250.45,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,1,56,0,1,75.85,4261.2,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0
1,1,26,0,1,82.0,2083.1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0
0,0,8,1,0,43.55,335.4,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,2,1,0,51.4,96.8,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0
1,1,34,1,0,20.65,716.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,64,0,1,24.4,1601.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,0,19.75,19.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,33,1,1,60.9,2033.85,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1
0,0,3,1,1,54.2,140.4,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,7,1,0,34.2,256.6,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1
1,0,57,1,1,49.9,2782.4,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0
1,1,18,1,1,85.6,1601.5,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0
0,0,63,1,1,109.4,7031.45,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
0,0,17,1,1,101.8,1752.45,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0
0,0,7,1,1,69.55,521.35,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
1,1,63,0,0,25.25,1573.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,9,1,1,79.55,718.55,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
1,1,13,1,1,20.45,254.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,11,1,0,20.3,246.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,56,0,1,80.9,4557.5,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
1,1,70,0,0,24.7,1685.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,71,0,0,58.65,4145.25,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1
1,1,24,0,0,19.9,533.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,72,0,0,113.4,8164.1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,24,0,0,24.6,605.25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,72,0,1,112.4,8046.85,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,0,1,1,0,20.6,20.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,10,1,0,51.2,498.25,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0
0,0,52,0,0,74.0,3877.65,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0
1,1,32,0,0,94.8,3131.55,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1
1,0,49,1,1,93.85,4733.1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0
1,1,43,1,0,50.2,2169.4,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1
1,1,38,1,0,54.5,2076.05,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0
1,1,68,0,0,105.75,7322.5,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
1,1,36,0,0,60.7,2234.55,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0
1,1,10,1,1,34.55,362.6,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,19,1,1,87.3,1637.3,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0
0,0,65,0,1,53.5,3517.9,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0
1,0,47,1,0,25.4,1139.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,20.35,20.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,67,0,0,75.1,5064.45,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1
1,1,66,0,0,89.9,5958.85,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0
1,1,42,0,1,45.1,2049.05,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0
1,1,31,0,0,98.05,3082.1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0
0,0,18,1,0,93.9,1743.9,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0
1,1,59,0,0,19.85,1188.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,47,0,1,21.3,1041.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,71,0,1,24.25,1732.95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,72,0,1,109.95,7852.4,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0
0,0,17,1,1,95.65,1640.0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0
0,0,56,1,0,104.75,5841.35,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
1,0,23,1,1,90.0,2024.1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0
0,0,24,1,1,89.55,2187.15,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0
0,1,5,1,1,51.0,286.8,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,1,69,0,0,19.4,1346.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,56,1,1,85.6,4902.8,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0
1,0,72,0,0,105.0,7578.05,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0
1,1,22,1,1,80.15,1790.65,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,69,0,1,110.5,7455.45,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0
1,0,70,0,0,19.85,1328.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,1,1,29.75,96.85,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,1,1,1,19.9,19.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,72,1,1,112.9,8061.5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,71,0,1,56.45,3985.35,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0
1,1,72,0,0,38.5,2763.0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0
1,1,57,0,1,20.1,1087.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,1,1,59.55,59.55,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,1,1,70.35,70.35,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
1,0,69,0,1,112.55,7806.5,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,1,22,1,1,75.8,1615.1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0
1,1,25,0,0,19.6,411.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,1,20.05,85.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,37,1,1,96.1,3646.8,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0
1,1,47,0,0,20.05,1016.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,24,1,1,79.85,2001.0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0
1,0,63,0,1,109.25,6841.4,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0
0,0,58,0,0,20.8,1212.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,1,50.1,50.1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,25,1,1,95.7,2338.35,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0
0,0,67,0,0,65.55,4361.55,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0
1,1,17,0,1,25.15,412.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,24,0,1,21.1,490.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,42,1,0,54.55,2455.05,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
1,0,49,1,1,88.2,4159.45,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
1,1,14,0,0,19.55,294.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,57,0,0,59.6,3509.4,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1
0,0,1,1,0,45.35,45.35,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,1,70,0,0,68.95,4858.7,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0
1,1,7,0,0,38.55,280.0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1
1,0,26,0,0,26.0,684.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,50.05,50.05,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,59,0,0,68.7,4070.95,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0
0,0,53,0,0,20.25,1048.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,72,0,1,20.1,1326.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,32,0,0,19.8,607.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,72,0,0,19.7,1421.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,25,1,0,81.75,2028.8,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0
1,0,57,1,0,94.0,5438.95,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0
0,0,26,0,1,19.6,471.85,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,59,0,1,69.1,4096.9,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1
1,0,68,0,0,55.9,3848.8,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0
0,0,14,0,0,59.1,772.85,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
1,0,72,0,1,109.75,7758.9,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0
0,1,14,1,0,19.95,268.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,16,0,0,64.25,1024.0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1
1,1,56,0,0,24.15,1402.25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,67,0,0,81.35,5398.6,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0
0,0,7,1,1,89.15,574.35,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
1,1,12,1,1,20.1,232.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,66,0,0,19.7,1253.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,19,1,1,24.1,439.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,50,0,0,103.05,5153.5,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1
0,0,22,1,1,89.05,1886.25,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
0,0,23,0,1,19.65,478.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0,20.05,20.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,22,0,0,19.6,422.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,48,0,0,45.0,2196.3,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0
0,0,36,1,1,74.9,2659.45,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0
0,0,11,0,0,20.4,231.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,0,44.55,44.55,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,0,20.2,20.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,0,19.4,19.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,61,0,1,107.75,6521.9,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,0,27,1,1,56.7,1652.95,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1
0,1,39,0,0,25.0,1004.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,29,0,0,70.9,1964.6,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0
1,1,63,0,0,24.65,1574.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,55,1,0,20.0,1087.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,7,1,1,66.85,458.1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,1,49,0,0,19.45,921.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,20,0,0,19.7,395.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,24,0,1,20.8,469.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,59,0,0,79.85,4786.1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0
1,1,61,0,1,81.0,4976.15,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0
0,0,41,1,1,89.2,3645.75,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
1,1,9,1,1,102.6,897.75,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0
1,0,64,0,1,85.0,5484.4,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0
1,0,2,1,0,20.0,38.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,37,1,1,92.95,3415.25,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
0,1,14,1,1,59.8,824.85,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
1,0,51,0,1,93.5,4619.55,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0
0,0,9,1,1,90.1,816.8,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0
0,0,12,0,0,19.3,228.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,17,0,0,19.9,323.15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,71,0,0,58.25,4145.9,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0
1,1,23,0,1,25.6,514.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,41,0,1,111.15,4507.15,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,8,1,0,64.1,504.05,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1
1,0,72,0,0,25.75,1864.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,1,1,20.5,76.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,71,0,1,19.9,1355.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,10,1,0,85.95,858.6,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
1,0,68,0,1,90.8,6302.85,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0
0,0,5,1,0,24.3,100.2,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,61,0,1,103.3,6518.35,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0
1,1,63,0,0,19.7,1275.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,19,0,0,20.25,383.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,68,0,0,76.75,5233.25,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0
1,0,29,1,0,33.75,1009.25,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,27,0,1,19.6,561.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,71,1,1,107.5,7713.55,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
1,0,72,0,1,97.7,6869.7,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0
0,0,60,0,1,79.2,4765.0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0
0,0,34,0,0,56.95,1889.5,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1
0,0,68,0,1,80.65,5330.2,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0
1,0,65,0,1,108.05,7118.9,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0
0,0,13,1,0,19.45,232.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,1,0,24.5,46.4,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,1,63,0,0,83.5,5435.0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0
1,1,70,0,0,25.15,1790.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,72,0,1,97.95,7114.25,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
0,0,4,1,1,74.45,294.45,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,21,1,1,36.0,780.15,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
